SMILES,Affinity,Ionization
c1(c(cc(c(c1)F)[C](C#N)C#N)F)[C](C#N)C#N,3.72,5.76
c1(c(cc(cc1)[C](C#N)C#N)F)[C](C#N)C#N,3.61,5.67
c1(c(c(c(c(c1F)F)[C](C#N)C#N)F)F)[C](C#N)C#N,3.93,5.92
C1=NC=CC(=O)[C]1c1ccncc1C.[N]=O,3.86,5.0
C(CC)c1ccncc1.Cl[O].[O].[O].[OH],4.22,5.56
Cc1cc(C)nc(c1)C.Cl[O].[O].[O].[OH],4.22,5.35
c1ccc2c(c1)ON(Cl)O2,3.91,5.3
C1=C[C@H](C(=C1)C(Cl)(Cl)Cl)C(=O)O,3.65,5.17
C1=C[C@H](C(=C1)C(Cl)(Cl)Cl)O,3.51,5.03
CC(C)(C)c1ccc2c(c1)ON(Cl)O2,3.84,5.14
COCCOCCOc1cccc2c1ON(Cl)O2,3.85,5.21
CC(C)(C)c1cccc2c1ON(Cl)O2,3.78,5.25
COCCOCCOCCOc1cccc2c1ON(Cl)O2,3.84,5.22
c1cc(c2c(c1)ON(C(Br)(Br)Br)O2)N(=O)=O,4.77,5.13
c1cc2c(cc1C(Cl)(Cl)Cl)ON(Cl)O2,3.99,5.42
c1cc2c(cc1F)ON(Cl)O2,3.96,5.31
c1cc(c2c(c1)ON(Cl)O2)C(=O)O,3.98,5.42
C#Cc1cccc2c1ON(Cl)O2,3.96,5.38
c1ccc(cc1)c1cccc2c1ON(Cl)O2,3.9,5.19
c1cc(c2c(c1)ON(Cl)O2)F,3.98,5.45
Cc1cccc2c1ON(Cl)O2,3.88,5.26
c1cc(c2c(c1)ON(Cl)O2)C(F)(F)F,4.01,5.49
C=Cc1cccc2c1ON(Cl)O2,3.91,5.28
Cc1ccc2c(c1)ON(Cl)O2,3.89,5.14
c1cc2c(cc1N(=O)=O)ON(Cl)O2,4.08,5.66
CCc1ccc2c(c1)ON(Cl)O2,3.85,5.15
COCCOc1cccc2c1ON(Cl)O2,3.94,5.22
c1cc2c(cc1C(Br)(Br)Br)ON(Cl)O2,3.98,5.37
c1cc(c2c(c1)ON(Cl)O2)N(=O)=O,4.07,5.6
c1cc2c(cc1C(F)(F)F)ON(Cl)O2,4.0,5.52
c1cc(c2c(c1)ON(Cl)O2)C(Cl)(Cl)Cl,3.99,5.46
C#Cc1ccc2c(c1)ON(Cl)O2,3.97,5.19
c1cc(C#N)c2c(c1)ON(Cl)O2,4.03,5.53
c1cc(C#N)c2c(c1)ON(C(Cl)(Cl)Cl)O2,4.74,5.08
c1cc(c2c(c1)ON(Cl)O2)C(Br)(Br)Br,3.98,5.44
c1cc(c2c(c1)ON(C(F)(F)F)O2)F,3.5,5.02
c1cc(C#N)c2c(c1)ON(C(Br)(Br)Br)O2,4.84,5.04
c1ccc2c(c1)n(C(Cl)(Cl)Cl)sn2F,4.48,5.05
CC(=O)c1cccc2c1ON(Cl)O2,3.96,5.39
c1cc(c2c(c1)ON(Cl)O2)Cl,3.98,5.42
c1cc2c(cc1Cl)ON(Cl)O2,3.97,5.29
c1cc2c(cc1C#N)ON(Cl)O2,4.03,5.54
[N]1[Si@@](C(F)(F)F)([C]2[C]([Si@]1(C(F)(F)F)F)O[Mg]O2)F,4.35,5.45
C=Cc1ccc(c2c1[nH]s[nH]2)/N=C(/C)\O,4.536121687708726,5.176514136242878
